47925779,证券代码：002023  证券简称：海特高新  公告编号：2009-001 四川海特高新技术股份有限公司 关于股东股权质押解除公告 本公司及董事会全体成员保证公告内容的真实、准确和完整，对公告的虚假记载、误导性陈述或者重大遗漏负连带责任。 2008 年 12 月 31 日，本公司接第一大股东李再春先生通知，其向招商银行股份有限公司成都蜀汉路支行质押的其持有的本公司限售流通股份 912 万股（占公司总股本的 4.85％）已于 2008 年 12 月 29 日在中国证券登记结算有限责任公司深圳分公司办理完成股权质押登记解除手续，解除了质押冻结。 截止目前，李再春先生持有的本公司股权无质押或冻结情况。 特此公告 四川海特高新技术股份有限公司董事会 2009 年 01 月 05 日
47925800,证券代码：000826  证券简称：合加资源  公告编号：2008-57 合加资源发展股份有限公司 股东股权质押公告 本公司及董事会全体成员保证公告内容的真实、准确和完整，公告不存在虚假记载、误导性陈述或者重大遗漏。 合加资源发展股份有限公司于近日接股东北京桑德环保集团有限公司通知，北京桑德环保集团有限公司其所持有的原质押给宜昌市商业银行股份有限公司西陵支行的本公司部分有限售条件流通股办理了股权解除质押及继续质押相关手续，现将相关情况说明如下： 一、2007 年 12 月，北京桑德环保集团有限公司将其持有的 3300 万股有限售条件流通股股权质押给宜昌市商业银行股份有限公司西陵支行。在公司实施 2008 年半年度资本公积转增股本及利润分配方案后，该部分股份变更为 5940 万股。 由于该次股权质押期限已满，质押双方于 2008 年 12 月 29 日在中国证券登记结算有限责任公司深圳分公司办理完毕该部分股份的股权解除质押手续。 二、同时，北京桑德环保集团有限公司将 5000 万股有限售条件流通股股权继续质押给宜昌市商业银行股份有限公司西陵支行，质押期限为壹年。 三、截止 2008 年 12 月 31 日，北京桑德环保集团有限公司质押总股数为 17600 万股，占公司总股本的42.58%。 特此公告。 合加资源发展股份有限公司董事会 二ＯＯ八年十二月三十一日
48019930,股票简称：长百集团  股票代码：600856  编号：临 2009-002 长春百货大楼集团股份有限公司 股权质押公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。 2009 年 1 月 5 日，公司收到通知，公司第二大股东上海合涌源投资有限公司将其持有的本公司限售流通股 2250 万股（占公司总股本的 9.58%）质押给兴业银行股份有限公司上海南外滩支行，上述质押手续已于 2009 年 1 月 5 日在中国结算上海分公司办理完毕。 特此公告。 长春百货大楼集团股份有限公司董事会 二００九年一月六日
48026754,股票简称：南天信息  股票代码：000948  公告编号：2008-036 股权质押公告 本公司及其董事保证信息披露内容的真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。 本公司日前接到持有本公司股份 19，331，373 股（占公司总股本 9.18%）的第二大股东深圳市九夷投资有限责任公司质押其所持有的本公司股票的通知，现将有关事项公告如下： 出质人：深圳市九夷投资有限责任公司 质权人：西安国际信托有限公司 质押股数：13，294，059 股份性质：有限售条件流通股 质押期限：自 2008 年 12 月 29 日起 2008年12月29日，本次被质押冻结的上述本公司股份13，294，059股（占公司总股本6.31%）的相关冻结手续，已在中国证券登记结算有限责任公司深圳分公司办理完毕。 截至本公告，深圳市九夷投资有限责任公司质押总股数为13，294，059股，占公司总股本的6.31%，质押股份无累积。  云南南天电子信息产业股份有限公司  董  事  会  二 00 九年一月六日
48067767,股票代码：600290  股票简称：华仪电气  编号：临 2009-001 华仪电气股份有限公司 关于控股股东股权质押的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。 公司日前接到控股股东华仪电器集团有限公司通知，华仪电器集团有限公司将其持有的本公司限售流通股 2100 万股（占公司总股本 8.61%）质押给温州银行股份有限公司乐清支行。该质押登记手续已于 2009 年 1 月 5 日在中国证券登记结算有限责任公司上海分公司办理完毕。  截止目前，华仪电器集团有限公司所持本公司股份中共质押 2100 万股，占公司总股本8.61%。  特此公告  华仪电气股份有限公司董事会  二 OO 九年一月六日  1
48067838,证券代码：600656  证券简称：ST 方源  公告编号：临 2009-01  东莞市方达再生资源产业股份有限公司 股权质押公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。 今日，公司收到通知，本公司第二大股东许志榕先生将其持有的本公司限售流通股 1000 万股（占公司总股本的 5.25%）质押，其中：300 万股质押给自然人金卫东，700 万股质押给自然人冯卫星。 上述质押事项已于 2009 年 1 月 5 日在中国证券登记结算有限责任公司上海分公司办理了质押登记手续。 特此公告。 东莞市方达再生资源产业股份有限公司 董事会 二 OO 九年一月六日
48128581,股票简称：佛塑股份  股票代码：000973  公告编号：2009－003 佛山塑料集团股份有限公司关于股东股权解除质押及质押的公告 本公司及公司董事、监事、高级管理人员保证信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或者重大遗漏。 公司今日接到第二大股东佛山富硕宏信投资有限公司办理股权解除质押及质押事宜的通知，现将有关事项公告如下： 佛山富硕宏信投资有限公司持有公司股份 93，561，428 股，占公司总股本的15.27%，其中，限售股份为 87，000，000 股，占公司总股本的 14.20%。 2008 年 1 月 23 日，佛山富硕宏信投资有限公司将其持有的公司 36，000，000 股限售股份质押给广州市广永经贸有限公司，质押期限为 2008 年 1 月 23日至质权人申请解除质押为止。详细情况请查阅公司于 2008 年 1 月 25 日在《中国证券报》、《证券时报》及巨潮网发布的《佛塑股份关于股东股权解除质押及质押的公告》。 2009 年 1 月 7 日，佛山富硕宏信投资有限公司与广州市广永经贸有限公司重新签订《股权质押合同》，对部分条款进行了修改。2009 年 1 月 9 日，广州市广永经贸有限公司在中国证券登记结算有限责任公司深圳分公司办理了上述 36，000，000 股质押股份的解除质押登记手续。同日，根据变更后的《股权质押合同》，佛山富硕宏信投资有限公司将其持有的公司限售股份 36，000，000 股重新质押给广州市广永经贸有限公司，并于中国证券登记结算有限责任公司深圳分公司办理了股份质押登记手续，质押期限为 2009 年 1 月 9 日至质权人申请解除质押为止。 截止目前，佛山富硕宏信投资有限公司所持有的公司限售股份中有 82，000，000 股处于质押状态，占公司总股本的 13.39%。  特此公告  二○○九年一月十日 佛山塑料集团股份有限公司董事会
48271435,证券代码：002021  证券简称：中捷股份  公告编号：2009-003 中捷缝纫机股份有限公司 关于公司股东股权质押的公告 本公司及董事会全体成员保证公告内容真实、准确和完整，并对公告中的虚假记载、误导性陈述或者重大遗漏承担责任。  2009 年 1 月 12 日，本公司接到公司控股股东中捷控股集团有限公司(持有本公司 48，270，942 股股权，占本公司总股本的 19.38%，为有限售条件的非国有股份)的通知，中捷控股集团有限公司为获得委托贷款以其持有的本公司的部分股权股质押给浙江科永化工有限公司。（本次累积股权质押共计 48，270，900 股，占公司总股本的 19.38%。）中捷控股集团有限公司已于 2009 年 1 月 12 日在中国证券登记结算有限责任公司深圳分公司办理完成股权质押登记手续，股份质押的期限为 2009 年 1 月 12 日始至质权人申请解除质押登记为止。  中捷缝纫机股份有限公司董事会  2009 年 1 月 13 日
48341420,证券代码：600853  证券简称：龙建股份  编号：临 2009-002 龙建路桥股份有限公司 关于控股股东股权质押解除的公告  本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。  本公司控股股东黑龙江省公路桥梁建设集团有限公司于 2007 年3 月将其持有本公司的 3000 万股股权质押给哈尔滨银行股份有限公司龙江支行，为其控股子公司黑龙江省广通公路工程有限公司贷款提供股权质押担保。因上述贷款目前已经清偿，2009 年 1 月 12 日在中国证券登记结算有限责任公司上海分公司办理了解除质押手续，其中包括 24，617，122 股限售流通股和 5，382，878 股非限售流通股。 特此公告。 龙建路桥股份有限公司董事会 2009 年 1 月 13 日
48341464,股票简称：天科股份  股票代码：600378  编号：临 2009-002 四川天一科技股份有限公司 关于公司股东股权解除质押的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。 公司于2009年1月13日收到中国证券登记结算有限责任公司上海分公司证券质押登记解除通知书，通知书表明：公司股东深圳市盈投投资有限公司将其质押给深圳发展银行股份有限公司深圳泰然支行的本公司股份41，070，412股（占公司总股本的16.72%；其中28，789，697股为限售流通股，12，280，715股为无限售流通股；质押登记日为2008年11月14日）中的27，380，412股（占公司总股本的11.15%；其中16，508，983股为限售流通股，10，871，429股为无限售流通股）解除质押。质押登记解除日期为2009年1月12日。 深圳市盈投投资有限公司为本公司第二大股东，持有本公司股份 53，127，724 股，占总股本的 21.63%，截至 2008 年 12 月 24 日，深圳市盈投投资有限公司共质押其持有的公司股票 51，070，412 股(占公司总股本的 20.79%)。见公告临 2008-042。 特此公告 四川天一科技股份有限公司董事会  2009 年 1 月 13 日 1
